Query_ID,Timestamp,Student_ID,Query_Text,Query_Category,Satisfaction_Score,Response_Time,Resolved_Flag
165,01-04-2025 22:45,STU10731,Is there any scholarship available?,Technical,4.8,43,No
166,01-04-2025 22:50,STU10732,I need help with course selection.,Technical,4.8,12,No
167,01-04-2025 22:55,STU10733,Website shows error 404.,Academic,3.4,11,No
168,01-04-2025 23:00,STU10734,"I forgot my password, need assistance.",Academic,4.3,10,No
169,01-04-2025 23:05,STU10735,Website shows error 404.,Administrative,4.3,39,Yes
170,01-04-2025 23:10,STU10736,"I forgot my password, need assistance.",Administrative,4.3,25,No
171,01-04-2025 23:15,STU10737,I need help with course selection.,Administrative,4.9,34,Yes
172,01-04-2025 23:20,STU10738,"I forgot my password, need assistance.",Technical,4.4,27,No
173,01-04-2025 23:25,STU10739,Website shows error 404.,Administrative,3.6,35,Yes
174,01-04-2025 23:30,STU10740,What is the deadline for fee payment?,Academic,3.8,26,No
175,01-04-2025 23:35,STU10741,When is the semester starting?,Technical,3.3,15,No
176,01-04-2025 23:40,STU10742,Is there any scholarship available?,Administrative,4.1,10,Yes
177,01-04-2025 23:45,STU10743,I cannot access my student portal.,Technical,4.6,15,No
178,01-04-2025 23:50,STU10744,Website shows error 404.,Financial,3.2,23,No
179,01-04-2025 23:55,STU10745,Is there any scholarship available?,Technical,4.8,17,No
180,02-04-2025 00:00,STU10746,When is the semester starting?,Financial,4.1,36,Yes
181,02-04-2025 00:05,STU10747,What is the deadline for fee payment?,Academic,3.6,10,No
182,02-04-2025 00:10,STU10748,"I forgot my password, need assistance.",Academic,3,12,Yes
183,02-04-2025 00:15,STU10749,"I forgot my password, need assistance.",Administrative,3.1,25,Yes
184,02-04-2025 00:20,STU10750,My grade has not been updated.,Academic,3.1,26,Yes
185,02-04-2025 00:25,STU10751,I need help with course selection.,Academic,4.8,37,No
186,02-04-2025 00:30,STU10752,How can I get a transcript?,Academic,4.5,27,No
187,02-04-2025 00:35,STU10753,What is the deadline for fee payment?,Technical,3,37,No
188,02-04-2025 00:40,STU10754,My grade has not been updated.,Technical,4,23,Yes
189,02-04-2025 00:45,STU10755,Is there any scholarship available?,Academic,3.3,16,Yes
190,02-04-2025 00:50,STU10756,Is there any scholarship available?,Technical,3.7,28,No
191,02-04-2025 00:55,STU10757,Website shows error 404.,Technical,4,27,Yes
192,02-04-2025 01:00,STU10758,I need help with course selection.,Financial,4.8,14,Yes
193,02-04-2025 01:05,STU10759,"I forgot my password, need assistance.",Academic,4.3,37,Yes
194,02-04-2025 01:10,STU10760,I need help with course selection.,Financial,4,12,Yes
195,02-04-2025 01:15,STU10761,I cannot access my student portal.,Technical,3.2,29,No
196,02-04-2025 01:20,STU10762,When is the semester starting?,Technical,3.8,19,No
197,02-04-2025 01:25,STU10763,How do I register for courses?,Administrative,4.7,28,Yes
198,02-04-2025 01:30,STU10764,What is the deadline for fee payment?,Administrative,3.2,25,No
199,02-04-2025 01:35,STU10765,"I forgot my password, need assistance.",Academic,4.8,22,Yes
200,02-04-2025 01:40,STU10766,What is the deadline for fee payment?,Administrative,4.7,19,No
201,02-04-2025 01:45,STU10767,When is the semester starting?,Administrative,3.5,27,No
202,02-04-2025 01:50,STU10768,I need help with course selection.,Financial,4.7,17,Yes
203,02-04-2025 01:55,STU10769,I need help with course selection.,Academic,3.2,36,Yes
204,02-04-2025 02:00,STU10770,I cannot access my student portal.,Technical,4.8,37,No
205,02-04-2025 02:05,STU10771,"I forgot my password, need assistance.",Financial,3,33,No
206,02-04-2025 02:10,STU10772,My grade has not been updated.,Academic,3.1,18,No
207,02-04-2025 02:15,STU10773,When is the semester starting?,Technical,4.3,29,Yes
208,02-04-2025 02:20,STU10774,My grade has not been updated.,Technical,3.6,22,No
209,02-04-2025 02:25,STU10775,My grade has not been updated.,Academic,4.1,15,No
210,02-04-2025 02:30,STU10776,How can I get a transcript?,Financial,3,14,Yes
211,02-04-2025 02:35,STU10777,"I forgot my password, need assistance.",Administrative,4.2,42,No
212,02-04-2025 02:40,STU10778,Is there any scholarship available?,Academic,4.2,29,Yes
213,02-04-2025 02:45,STU10779,How can I get a transcript?,Technical,4.5,23,No
214,02-04-2025 02:50,STU10780,My grade has not been updated.,Administrative,5,31,Yes
215,02-04-2025 02:55,STU10781,I need help with course selection.,Administrative,3.3,33,No
216,02-04-2025 03:00,STU10782,When is the semester starting?,Financial,3.1,32,Yes
217,02-04-2025 03:05,STU10783,When is the semester starting?,Financial,3.5,34,Yes
218,02-04-2025 03:10,STU10784,"I forgot my password, need assistance.",Academic,4,32,Yes
219,02-04-2025 03:15,STU10785,What is the deadline for fee payment?,Academic,3.2,31,Yes
220,02-04-2025 03:20,STU10786,Website shows error 404.,Financial,3.7,27,No
221,02-04-2025 03:25,STU10787,How can I get a transcript?,Financial,4.3,32,No
222,02-04-2025 03:30,STU10788,My grade has not been updated.,Administrative,3.3,10,Yes
223,02-04-2025 03:35,STU10789,My grade has not been updated.,Administrative,4.2,20,No
224,02-04-2025 03:40,STU10790,What is the deadline for fee payment?,Financial,4.2,32,Yes
225,02-04-2025 03:45,STU10791,How do I register for courses?,Academic,3.4,27,No
226,02-04-2025 03:50,STU10792,I need help with course selection.,Academic,4.3,10,Yes
227,02-04-2025 03:55,STU10793,How can I get a transcript?,Financial,4.9,34,No
228,02-04-2025 04:00,STU10794,I need help with course selection.,Financial,4.8,11,No
229,02-04-2025 04:05,STU10795,How can I get a transcript?,Technical,3.1,44,Yes
230,02-04-2025 04:10,STU10796,Is there any scholarship available?,Technical,3.7,12,Yes
231,02-04-2025 04:15,STU10797,How do I register for courses?,Financial,3.2,33,No
232,02-04-2025 04:20,STU10798,How can I get a transcript?,Technical,3.9,38,No
233,02-04-2025 04:25,STU10799,What is the deadline for fee payment?,Financial,4.7,18,No
234,02-04-2025 04:30,STU10800,"I forgot my password, need assistance.",Administrative,4.1,21,No
235,02-04-2025 04:35,STU10801,What is the deadline for fee payment?,Financial,5,35,Yes
236,02-04-2025 04:40,STU10802,Website shows error 404.,Financial,3.6,28,Yes
237,02-04-2025 04:45,STU10803,What is the deadline for fee payment?,Administrative,4.5,20,No
238,02-04-2025 04:50,STU10804,"I forgot my password, need assistance.",Technical,4.6,20,No
239,02-04-2025 04:55,STU10805,How can I get a transcript?,Financial,4.6,36,No
240,02-04-2025 05:00,STU10806,Website shows error 404.,Financial,3.3,17,No
241,02-04-2025 05:05,STU10807,What is the deadline for fee payment?,Financial,3.2,25,No
242,02-04-2025 05:10,STU10808,I need help with course selection.,Technical,3.4,20,Yes
243,02-04-2025 05:15,STU10809,I need help with course selection.,Technical,4.6,29,Yes
244,02-04-2025 05:20,STU10810,I need help with course selection.,Technical,3.6,37,Yes
245,02-04-2025 05:25,STU10811,My grade has not been updated.,Technical,4.1,33,No
246,02-04-2025 05:30,STU10812,I need help with course selection.,Financial,4.2,41,No
247,02-04-2025 05:35,STU10813,How can I get a transcript?,Academic,4.2,11,No
248,02-04-2025 05:40,STU10814,When is the semester starting?,Academic,4.3,12,Yes
249,02-04-2025 05:45,STU10815,Is there any scholarship available?,Academic,4.2,12,Yes
250,02-04-2025 05:50,STU10816,How do I register for courses?,Administrative,3.5,41,Yes
251,02-04-2025 05:55,STU10817,My grade has not been updated.,Administrative,4.7,41,No
252,02-04-2025 06:00,STU10818,Website shows error 404.,Technical,3.5,22,No
253,02-04-2025 06:05,STU10819,Website shows error 404.,Administrative,4.5,36,No
254,02-04-2025 06:10,STU10820,Website shows error 404.,Financial,4.5,22,Yes
255,02-04-2025 06:15,STU10821,I cannot access my student portal.,Administrative,4.7,10,No
256,02-04-2025 06:20,STU10822,I need help with course selection.,Academic,5,43,No
257,02-04-2025 06:25,STU10823,How do I register for courses?,Administrative,4.8,43,Yes
258,02-04-2025 06:30,STU10824,"I forgot my password, need assistance.",Academic,4.3,13,No
259,02-04-2025 06:35,STU10825,How can I get a transcript?,Administrative,4.1,22,No
260,02-04-2025 06:40,STU10826,"I forgot my password, need assistance.",Academic,4.8,41,Yes
261,02-04-2025 06:45,STU10827,Website shows error 404.,Technical,3.6,21,No
262,02-04-2025 06:50,STU10828,When is the semester starting?,Academic,3.7,33,No
263,02-04-2025 06:55,STU10829,My grade has not been updated.,Technical,3.2,38,No
264,02-04-2025 07:00,STU10830,I need help with course selection.,Financial,3.4,42,No
265,02-04-2025 07:05,STU10831,How can I get a transcript?,Technical,3.9,14,Yes
266,02-04-2025 07:10,STU10832,"I forgot my password, need assistance.",Administrative,3,35,Yes
267,02-04-2025 07:15,STU10833,"I forgot my password, need assistance.",Financial,4.2,12,No
268,02-04-2025 07:20,STU10834,"I forgot my password, need assistance.",Technical,4.7,27,Yes
269,02-04-2025 07:25,STU10835,How do I register for courses?,Technical,5,23,Yes
270,02-04-2025 07:30,STU10836,What is the deadline for fee payment?,Administrative,4.2,19,No
271,02-04-2025 07:35,STU10837,Website shows error 404.,Administrative,3.9,13,No
272,02-04-2025 07:40,STU10838,How do I register for courses?,Technical,3.2,38,No
273,02-04-2025 07:45,STU10839,I need help with course selection.,Financial,3.6,12,No
274,02-04-2025 07:50,STU10840,My grade has not been updated.,Technical,4.4,26,Yes
275,02-04-2025 07:55,STU10841,How do I register for courses?,Technical,4.4,27,Yes
276,02-04-2025 08:00,STU10842,Is there any scholarship available?,Academic,4.9,17,Yes
277,02-04-2025 08:05,STU10843,When is the semester starting?,Administrative,4.6,16,Yes
278,02-04-2025 08:10,STU10844,"I forgot my password, need assistance.",Technical,4.3,31,No
279,02-04-2025 08:15,STU10845,When is the semester starting?,Academic,4.7,24,Yes
280,02-04-2025 08:20,STU10846,Is there any scholarship available?,Administrative,3.2,41,No
281,02-04-2025 08:25,STU10847,Is there any scholarship available?,Technical,3.7,44,No
282,02-04-2025 08:30,STU10848,Is there any scholarship available?,Financial,4.2,30,No
283,02-04-2025 08:35,STU10849,Website shows error 404.,Technical,4.7,15,Yes
284,02-04-2025 08:40,STU10850,I cannot access my student portal.,Financial,4.1,32,Yes
285,02-04-2025 08:45,STU10851,How can I get a transcript?,Technical,4,25,Yes
286,02-04-2025 08:50,STU10852,My grade has not been updated.,Financial,3.3,36,No
287,02-04-2025 08:55,STU10853,What is the deadline for fee payment?,Technical,4,39,No
288,02-04-2025 09:00,STU10854,What is the deadline for fee payment?,Technical,3.4,29,No
289,02-04-2025 09:05,STU10855,My grade has not been updated.,Academic,3.7,40,Yes
290,02-04-2025 09:10,STU10856,I need help with course selection.,Academic,3.2,22,No
291,02-04-2025 09:15,STU10857,What is the deadline for fee payment?,Administrative,4.6,14,Yes
292,02-04-2025 09:20,STU10858,What is the deadline for fee payment?,Administrative,3.9,18,Yes
293,02-04-2025 09:25,STU10859,Website shows error 404.,Technical,4.2,10,Yes
294,02-04-2025 09:30,STU10860,I cannot access my student portal.,Administrative,3.5,28,Yes
295,02-04-2025 09:35,STU10861,What is the deadline for fee payment?,Academic,3.9,25,Yes
296,02-04-2025 09:40,STU10862,How do I register for courses?,Administrative,3.4,43,Yes
297,02-04-2025 09:45,STU10863,I cannot access my student portal.,Administrative,4.9,14,No
298,02-04-2025 09:50,STU10864,My grade has not been updated.,Administrative,4.4,19,Yes
299,02-04-2025 09:55,STU10865,Website shows error 404.,Academic,4,43,Yes
300,02-04-2025 10:00,STU10866,My grade has not been updated.,Technical,5,27,No
301,02-04-2025 10:05,STU10867,I need help with course selection.,Academic,3.5,38,Yes
302,02-04-2025 10:10,STU10868,How can I get a transcript?,Academic,4.4,32,Yes
303,02-04-2025 10:15,STU10869,What is the deadline for fee payment?,Academic,4.9,25,No
304,02-04-2025 10:20,STU10870,My grade has not been updated.,Administrative,3.1,32,Yes
305,02-04-2025 10:25,STU10871,I need help with course selection.,Technical,3.1,23,No
306,02-04-2025 10:30,STU10872,My grade has not been updated.,Financial,4.1,30,Yes
307,02-04-2025 10:35,STU10873,My grade has not been updated.,Technical,3.5,14,Yes
308,02-04-2025 10:40,STU10874,Website shows error 404.,Academic,3.3,40,Yes
309,02-04-2025 10:45,STU10875,How can I get a transcript?,Administrative,4.3,33,Yes
310,02-04-2025 10:50,STU10876,My grade has not been updated.,Administrative,3.6,44,No
311,02-04-2025 10:55,STU10877,"I forgot my password, need assistance.",Financial,4,40,No
312,02-04-2025 11:00,STU10878,How can I get a transcript?,Academic,3.3,13,Yes
313,02-04-2025 11:05,STU10879,How do I register for courses?,Administrative,3.5,22,No
314,02-04-2025 11:10,STU10880,I cannot access my student portal.,Academic,4.6,12,No
315,02-04-2025 11:15,STU10881,Website shows error 404.,Financial,4.6,18,No
316,02-04-2025 11:20,STU10882,Website shows error 404.,Financial,3.1,20,No
317,02-04-2025 11:25,STU10883,I need help with course selection.,Financial,3.8,12,No
318,02-04-2025 11:30,STU10884,How can I get a transcript?,Administrative,4.6,31,Yes
319,02-04-2025 11:35,STU10885,How do I register for courses?,Academic,3.2,17,No
320,02-04-2025 11:40,STU10886,I cannot access my student portal.,Administrative,4.6,40,No
321,02-04-2025 11:45,STU10887,What is the deadline for fee payment?,Academic,3.7,28,No
322,02-04-2025 11:50,STU10888,My grade has not been updated.,Financial,4.7,38,Yes
323,02-04-2025 11:55,STU10889,My grade has not been updated.,Administrative,3.4,17,Yes
324,02-04-2025 12:00,STU10890,What is the deadline for fee payment?,Financial,3.7,13,No
325,02-04-2025 12:05,STU10891,Is there any scholarship available?,Financial,3.2,40,Yes
326,02-04-2025 12:10,STU10892,Is there any scholarship available?,Academic,4.3,20,No
327,02-04-2025 12:15,STU10893,Website shows error 404.,Administrative,3.9,13,Yes
328,02-04-2025 12:20,STU10894,Is there any scholarship available?,Technical,4.2,43,Yes
329,02-04-2025 12:25,STU10895,Website shows error 404.,Academic,4.8,38,Yes
330,02-04-2025 12:30,STU10896,How can I get a transcript?,Financial,4,10,No
331,02-04-2025 12:35,STU10897,When is the semester starting?,Administrative,4.9,35,No
332,02-04-2025 12:40,STU10898,What is the deadline for fee payment?,Administrative,3.6,27,No
333,02-04-2025 12:45,STU10899,When is the semester starting?,Financial,3,34,Yes
334,02-04-2025 12:50,STU10900,Is there any scholarship available?,Financial,3,41,No
